artist,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Dance/Electronic,Folk/Acoustic,R&B,World/Traditional,blues,classical,country,easy listening,hip hop,jazz,latin,metal,pop,rock
David Guetta,188000,False,2010,62,0.615,0.913,10,-5.077,0,0.0816,0.178,0.0,0.0773,0.45,129.944,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Duck Sauce,196533,False,2010,46,0.769,0.922,1,-1.966,1,0.108,0.000939,0.197,0.233,0.506,127.965,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucenzo,213986,False,2011,0,0.622,0.942,7,-6.365,1,0.112,0.00713,0.0,0.0715,0.773,130.003,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Rihanna,208426,True,2009,67,0.567,0.707,8,-5.455,0,0.0818,0.541,0.000176,0.1,0.751,171.917,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Timbaland,232466,False,2009,69,0.531,0.574,10,-6.693,0,0.113,0.114,0.0308,0.256,0.272,115.68,0,0,1,0,0,0,0,0,1,0,0,0,1,0
DJ Fresh,192446,False,2010,63,0.451,0.948,0,-0.74,1,0.147,0.255,0.0,0.392,0.295,176.985,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Edward Maya,184573,False,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Taio Cruz,201546,False,2010,74,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Black Eyed Peas,257560,False,2009,61,0.597,0.517,0,-6.963,1,0.365,0.179,0.0,0.307,0.412,92.035,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Sidney Samson,320348,True,2009,47,0.804,0.976,1,-2.458,0,0.0445,0.00023,0.894,0.125,0.237,125.997,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eminem,248133,True,2010,79,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lady Gaga,274213,False,2009,67,0.623,0.793,11,-6.63,0,0.0462,0.000397,0.0015,0.375,0.36,98.998,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rihanna,222920,True,2009,74,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Ne-Yo,251573,False,2010,57,0.708,0.771,5,-6.99,0,0.131,0.209,5.32e-06,0.277,0.494,128.013,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3OH!3,203093,False,2010,32,0.605,0.795,11,-6.086,0,0.0712,0.00153,0.0,0.207,0.263,139.896,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Black Eyed Peas,307640,False,2010,69,0.816,0.813,6,-7.798,0,0.0664,0.0662,2.77e-06,0.602,0.436,127.979,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kelly Rowland,218106,False,2011,59,0.395,0.876,11,-3.859,0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Swedish House Mafia,163246,False,2010,63,0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Chris Brown,276560,True,2011,68,0.692,0.736,1,-5.109,1,0.11,0.0324,0.0,0.0787,0.217,73.987,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Usher,220800,False,2010,79,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Iyaz,182306,False,2009,75,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Flo Rida,234560,False,2010,76,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Sean Kingston,201946,False,2010,74,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Waka Flocka Flame,263773,True,2010,58,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Tinie Tempah,207653,False,2010,57,0.656,0.931,7,-4.188,1,0.0981,0.0613,0.0,0.219,0.534,91.881,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Bruno Mars,217866,False,2010,76,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Miley Cyrus,168213,False,2010,0,0.63,0.91,11,-2.919,0,0.144,0.0287,0.0,0.196,0.743,116.98,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mike Posner,213293,False,2010,75,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lady Gaga,220640,False,2009,69,0.824,0.836,3,-5.903,1,0.0404,0.00521,0.000817,0.112,0.716,122.014,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yolanda Be Cool,157438,False,2010,1,0.901,0.805,6,-5.005,1,0.0464,0.0712,0.0812,0.0923,0.737,124.996,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rihanna,250600,True,2009,55,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Tinie Tempah,268053,True,2010,53,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Adam Lambert,227320,False,2009,57,0.438,0.672,11,-4.706,0,0.0429,0.0055,0.0,0.0583,0.457,185.934,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trey Songz,242013,True,2010,0,0.845,0.601,1,-5.283,1,0.161,0.0205,0.0,0.385,0.329,74.008,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Timbaland,292706,False,2009,68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Enrique Iglesias,231373,False,2010,63,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Tim Berg,203960,False,2010,0,0.515,0.837,11,-2.552,1,0.0401,0.0868,0.0,0.0403,0.52,126.026,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Usher,269493,False,2010,73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Maroon 5,216200,False,2010,67,0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jay Sean,212106,False,2009,3,0.657,0.695,2,-4.493,1,0.0321,0.0108,0.0,0.0822,0.683,65.997,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Rihanna,267000,True,2010,68,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3OH!3,192440,False,2010,62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Justin Bieber,214240,False,2010,81,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cali Swag District,237480,True,2011,66,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Swedish House Mafia,206460,True,2010,54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0
K'NAAN,220520,False,2009,57,0.625,0.699,0,-6.416,1,0.0729,0.13,0.0,0.238,0.717,75.974,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludacris,201586,True,2010,63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kesha,172053,True,2010,61,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DJ Khaled,232506,True,2010,51,0.544,0.781,10,-3.616,1,0.189,0.014,0.0,0.161,0.277,150.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Jason Derulo,199026,False,2010,65,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Aloe Blacc,243053,False,2010,1,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498,0,0,1,0,0,0,0,0,0,0,0,0,0,0
B.o.B,180480,True,2010,74,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Ludacris,216933,True,2010,68,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Nelly,237800,False,2010,73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Rihanna,263173,False,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Shontelle,226533,False,2010,35,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Take That,289359,False,2010,57,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Trey Songz,207546,False,2009,54,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jason Derulo,221253,False,2010,70,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Drake,233560,True,2010,57,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Example,181826,False,2010,63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Plan B,208853,False,2010,62,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.815,147.007,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Saturdays,207613,False,2010,61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jay Sean,210306,False,2009,2,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Usher,224093,False,2010,60,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Lil Wayne,271946,True,2010,68,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Wanted,205200,False,2010,18,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kesha,187133,False,2010,69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ellie Goulding,176613,False,2010,54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Drake,208946,False,2010,56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Jason Derulo,215746,False,2010,66,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Two Door Cinema Club,189693,False,2010,0,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,0,0,0,1,0,0,0,0,0,0,0,0,1,1
JAY-Z,253906,True,2009,65,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Young Money,288133,True,2009,71,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,0,0,0,0,0,0,0,0,1,0,0,0,1,0
B.o.B,268320,False,2010,74,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Katy Perry,227741,False,2010,69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scouting For Girls,210680,False,2017,52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Travie McCoy,211160,True,2010,72,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Owl City,228346,False,2009,78,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Alicia Keys,216480,False,2009,71,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Lady A,236440,False,2010,73,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Taylor Swift,293026,False,2010,65,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Neon Trees,212306,False,2010,64,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Kris Allen,212506,False,2009,51,0.589,0.893,0,-2.948,1,0.0397,0.0273,0.0,0.343,0.94,92.011,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matt Cardle,226000,False,2011,46,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Robyn,288670,False,2010,0,0.687,0.865,6,-4.663,1,0.0349,0.0743,0.225,0.0966,0.261,117.015,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Band Perry,222773,False,2010,64,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B.o.B,196133,False,2010,65,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Adele,228093,True,2011,2,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Maroon 5,201493,False,2010,77,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LMFAO,262146,False,2011,73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Katy Perry,227893,False,2010,72,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bruno Mars,222091,False,2010,78,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pitbull,234453,False,2011,71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Alexandra Stan,195105,False,2011,0,0.726,0.931,11,-4.152,0,0.0468,0.0218,0.000283,0.143,0.797,126.976,1,0,0,0,0,0,0,0,0,0,0,0,1,0
David Guetta,201040,False,2010,71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Jennifer Lopez,284866,False,2011,79,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Rihanna,243533,False,2010,73,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Kesha,219973,False,2010,69,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Snoop Dogg,195986,False,2011,68,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Taio Cruz,187626,False,2010,61,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Usher,219986,False,2010,67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Example,195466,False,2011,42,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Black Eyed Peas,219426,False,2010,76,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,0,0,0,0,0,0,0,0,1,0,0,0,1,0
David Guetta,194840,True,2012,72,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lykke Li,281106,False,2011,51,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Pitbull,252306,False,2011,81,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Selena Gomez & The Scene,188453,False,2011,79,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Wiz Khalifa,217666,True,2011,75,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Katy Perry,229573,False,2012,65,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Britney Spears,210266,False,2011,66,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gym Class Heroes,210960,False,2011,81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Edward Maya,184573,False,2010,66,0.799,0.783,1,-3.896,0,0.0322,0.0346,0.0186,0.0757,0.586,127.041,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Enrique Iglesias,232213,True,2010,63,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Jeremih,228453,False,2010,72,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Sak Noel,215624,True,2011,49,0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Olly Murs,202266,False,2011,61,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,1,0,0,0,0,0,0,0,0,0,0,0,1,0
LMFAO,199480,False,2011,67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Cobra Starship,215693,False,2011,70,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jessie J,195240,True,2011,57,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,0,0,0,0,0,0,0,0,1,0,0,0,1,0
DJ Fresh,206776,False,2012,55,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Waka Flocka Flame,263773,True,2010,76,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Nickelback,190786,False,2011,65,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,0,0,0,0,0,0,0,0,0,0,0,1,0,1
M83,243960,False,2011,76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,1,0,0,0,0,0,0,0,0,0,0,1,1,1
Britney Spears,237946,False,2011,65,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Labrinth,274600,True,2012,62,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jason Derulo,206080,False,2011,63,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Coldplay,278719,False,2011,82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Katy Perry,230746,False,2012,74,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Adele,242973,False,2011,2,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Dr. Dre,283733,True,2011,71,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lil Wayne,248586,True,2011,1,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,0,0,0,0,0,0,0,0,1,0,0,0,1,0
DJ Khaled,296146,True,2011,70,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Chris Brown,222586,True,2011,71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Far East Movement,211253,False,2010,61,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Wanted,197935,False,2011,77,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kesha,204760,False,2010,71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kelly Rowland,230560,False,2011,65,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Rihanna,215226,False,2011,75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Nicole Scherzinger,197440,False,2011,62,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mann,224333,True,2011,48,0.687,0.939,10,-4.372,0,0.146,0.0887,0.0,0.283,0.539,104.029,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Chris Brown,241666,True,2011,69,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Swedish House Mafia,213337,False,2011,65,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kanye West,299613,True,2010,76,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Miguel,195373,False,2010,78,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Diddy - Dirty Money,238693,False,2010,69,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Rihanna,263173,False,2010,66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Chris Brown,225881,False,2019,53,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Avril Lavigne,220706,False,2011,74,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Professor Green,235735,True,2011,39,0.656,0.752,11,-5.522,0,0.0434,0.336,0.0,0.223,0.445,100.963,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chase & Status,233666,False,2011,60,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chip,237293,True,2011,48,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Selena Gomez & The Scene,195613,False,2011,76,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rizzle Kicks,186851,False,2011,59,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lady Gaga,260253,False,2011,72,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nicki Minaj,200013,True,2010,0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,0,0,0,0,0,0,0,0,1,0,0,0,1,0
