artist,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Dance/Electronic,Folk/Acoustic,R&B,World/Traditional,blues,classical,country,easy listening,hip hop,jazz,latin,metal,pop,rock
Jason Derulo,216408,True,2017,75,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,0,0,0,0,0,0,0,0,1,0,0,0,1,0
G-Eazy,245386,True,2017,0,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Playboi Carti,181812,True,2017,77,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Chord Overstreet,198853,False,2017,80,0.618,0.443,2,-9.681,1,0.0526,0.469,0.0,0.0829,0.167,119.949,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Jax Jones,207629,False,2017,58,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Imagine Dragons,204346,False,2017,1,0.779,0.787,10,-4.305,0,0.108,0.0524,0.0,0.14,0.708,124.982,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Natti Natasha,232549,False,2017,74,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Kendrick Lamar,177000,True,2017,0,0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Selena Gomez,186112,False,2017,69,0.708,0.618,2,-4.424,1,0.0592,0.0204,6.81e-06,0.062,0.265,123.013,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Charlie Puth,211475,False,2017,0,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Shaq,186026,False,2017,62,0.905,0.884,0,-4.076,1,0.236,0.111,8.31e-05,0.107,0.588,135.048,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Anne-Marie,200104,False,2017,57,0.698,0.882,4,-3.078,0,0.0863,0.127,0.0,0.15,0.445,106.083,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rag'n'Bone Man,200186,False,2017,76,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,0,0,1,0,0,0,0,0,0,0,0,0,0,0
blackbear,212027,True,2017,4,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Lil Pump,124055,True,2017,64,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Taylor Swift,211853,False,2017,76,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Enrique Iglesias,207680,False,2017,70,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Kodak Black,268186,True,2017,51,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Kendrick Lamar,185946,True,2017,0,0.636,0.517,0,-6.759,1,0.36,0.00402,0.0,0.0874,0.394,139.928,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Boogie Wit da Hoodie,209269,True,2017,0,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,0,0,0,0,0,0,0,0,1,0,0,0,0,0
XXXTENTACION,119133,True,2017,83,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Migos,343150,True,2017,72,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Yo Gotti,276333,True,2017,67,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Martin Garrix,220883,False,2017,77,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jonas Blue,181614,False,2017,51,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Jensen,174933,False,2016,0,0.744,0.836,6,-2.396,0,0.0507,0.0435,0.0,0.194,0.36,114.965,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Taylor Swift,208186,False,2017,73,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,0,0,0,0,0,0,0,0,0,0,0,0,1,0
David Guetta,194896,False,2017,67,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Migos,304041,True,2017,68,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Shawn Mendes,199440,False,2017,0,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Eazy,225520,False,2017,63,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Vamps,197640,False,2017,73,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Dua Lipa,212000,False,2017,61,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cardi B,223962,True,2017,59,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Rag'n'Bone Man,239626,False,2017,67,0.564,0.745,0,-7.733,1,0.31,0.265,0.0,0.147,0.351,170.661,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zara Larsson,226720,False,2017,57,0.486,0.713,2,-3.949,0,0.0524,0.0853,0.0,0.0839,0.297,121.028,1,0,0,0,0,0,0,0,0,0,0,0,1,0
DJ Khaled,204173,True,2017,72,0.671,0.672,0,-3.094,0,0.0688,0.0329,0.0,0.118,0.632,97.979,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Post Malone,220293,True,2016,81,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Avicii,181672,True,2017,77,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Clean Bandit,214866,False,2017,0,0.718,0.609,0,-4.699,0,0.043,0.281,3.29e-05,0.234,0.497,122.95,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Katy Perry,237733,False,2017,69,0.562,0.8,0,-5.404,1,0.112,0.0814,0.0,0.199,0.471,95.029,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zay Hilfigerrr,144244,False,2016,57,0.807,0.887,1,-3.892,1,0.275,0.00381,0.0,0.391,0.78,160.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Harris,223413,True,2017,79,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Migos,242407,True,2017,64,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,0,0,0,0,0,0,0,0,1,0,0,0,1,0
OneRepublic,201256,False,2017,64,0.401,0.872,1,-3.641,0,0.314,0.167,0.0,0.362,0.472,104.592,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maggie Lindemann,193613,True,2017,61,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Macklemore,220454,True,2017,74,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Hayden James,217296,True,2019,47,0.617,0.558,10,-7.046,0,0.0431,0.184,1.03e-06,0.0911,0.4,147.932,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Liam Payne,204502,False,2017,1,0.869,0.485,6,-5.595,1,0.0545,0.246,0.0,0.0765,0.527,106.028,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,298940,True,2017,0,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Justin Bieber,189466,False,2017,0,0.744,0.739,8,-5.35,1,0.0387,0.00459,0.0,0.306,0.649,104.99,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ZAYN,245200,False,2016,0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Alessia Cara,230226,False,2016,76,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2 Chainz,210200,True,2017,71,0.822,0.502,7,-7.38,1,0.148,0.0312,0.000887,0.114,0.525,73.003,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Starley,222040,False,2016,48,0.67,0.838,0,-4.031,1,0.0362,0.0605,0.000611,0.159,0.716,105.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AJR,201160,False,2017,0,0.673,0.637,5,-4.518,1,0.0429,0.137,0.0,0.184,0.678,123.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lana Del Rey,264011,False,2017,0,0.499,0.676,0,-8.618,0,0.0582,0.588,0.00484,0.358,0.295,99.979,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CNCO,188786,False,2017,0,0.623,0.909,4,-3.079,0,0.0758,0.158,0.0,0.0972,0.651,93.984,0,0,0,0,0,0,0,0,0,0,1,0,1,0
The Vamps,174600,False,2017,61,0.588,0.749,11,-4.323,0,0.058,0.0037,0.0,0.0813,0.397,130.093,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Weeknd,269186,False,2016,78,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Chainsmokers,221506,False,2017,73,0.653,0.658,2,-6.428,1,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Big Sean,222360,True,2017,71,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Shawn Mendes,208733,False,2017,0,0.561,0.674,4,-4.882,0,0.0818,0.118,0.0,0.111,0.383,148.127,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Avicii,181812,False,2017,53,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Cheat Codes,223503,False,2017,68,0.741,0.667,10,-5.445,1,0.134,0.0575,0.0,0.106,0.595,112.956,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bruno Mars,225983,False,2016,78,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lorde,214254,True,2017,8,0.781,0.548,0,-4.997,0,0.0764,0.229,0.0,0.127,0.175,106.996,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Kygo,220780,False,2017,75,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,198973,True,2018,81,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Post Malone,218146,True,2018,83,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Offset,172800,True,2017,80,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,0,0,0,0,0,0,0,0,1,0,0,0,1,0
G-Eazy,268866,True,2017,75,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Dynoro,184560,False,2018,78,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Juice WRLD,239835,True,2018,84,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zedd,184732,False,2018,80,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Marshmello,202620,True,2018,78,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Cardi B,253390,True,2018,79,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.372,0.65,136.048,0,0,0,0,0,0,0,0,1,0,0,0,1,0
XXXTENTACION,135090,True,2018,82,0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ariana Grande,205920,False,2018,77,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sheck Wes,183906,True,2018,77,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Calvin Harris,214846,False,2018,81,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Tyga,232959,True,2018,73,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Travis Scott,312820,True,2018,81,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Imagine Dragons,189466,False,2018,80,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DJ Snake,212500,True,2018,76,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Marshmello,177600,False,2018,71,0.546,0.822,7,-4.483,1,0.151,0.0145,0.0,0.742,0.615,150.06,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Weeknd,211440,True,2018,69,0.735,0.677,2,-4.979,1,0.093,0.0762,2.17e-05,0.111,0.188,100.584,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Billie Eilish,200185,False,2018,86,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Migos,276147,True,2018,75,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Clean Bandit,222653,False,2018,71,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66e-05,0.35,0.565,105.005,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,238614,True,2018,77,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6ix9ine,179404,True,2018,42,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Weeknd,228373,False,2018,80,0.461,0.593,1,-4.954,1,0.0356,0.17,0.0,0.307,0.175,134.17,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Nio Garcia,417920,True,2018,76,0.903,0.675,11,-3.445,0,0.214,0.542,1.28e-05,0.0595,0.442,96.507,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Migos,303076,True,2018,72,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Nicky Jam,172854,False,2019,74,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XXXTENTACION,166605,True,2018,82,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Becky G,188560,False,2018,69,0.791,0.745,11,-3.695,0,0.0464,0.354,2.93e-05,0.104,0.82,94.014,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Machine Gun Kelly,202804,False,2017,71,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6ix9ine,157643,True,2018,63,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jax Jones,207629,False,2017,58,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,1,0,0,0,0,0,0,0,1,0,0,0,1,0
The Chainsmokers,193200,False,2018,69,0.663,0.577,11,-7.518,0,0.0531,0.109,0.0,0.12,0.454,89.996,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Jay Rock,229670,True,2018,71,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Rich The Kid,175229,True,2018,72,0.876,0.519,11,-6.531,1,0.143,0.202,0.0,0.108,0.158,94.981,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kendrick Lamar,232186,True,2018,80,0.698,0.633,8,-4.946,1,0.0597,0.0605,0.000194,0.0926,0.552,96.924,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Logic,204746,True,2018,69,0.667,0.741,1,-4.099,1,0.0378,0.0425,0.0,0.0761,0.422,149.908,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Jason Derulo,187521,False,2017,64,0.845,0.709,10,-4.547,0,0.0714,0.0233,0.0,0.094,0.62,98.062,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Ariana Grande,197546,True,2018,78,0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rae Sremmurd,332300,True,2018,66,0.713,0.831,1,-4.75,0,0.15,0.0168,0.0,0.118,0.584,173.948,0,0,0,0,0,0,0,0,1,0,0,0,1,0
EO,170825,False,2018,67,0.862,0.583,8,-6.26,0,0.0654,0.811,1.86e-05,0.191,0.852,103.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Lloyd,156600,False,2017,74,0.6,0.688,5,-8.339,0,0.201,0.159,1.29e-05,0.409,0.0793,99.977,0,0,0,0,0,0,0,0,0,0,0,0,1,0
girl in red,184153,False,2018,82,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.959,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Selena Gomez,197993,False,2017,78,0.724,0.804,11,-4.614,0,0.0448,0.124,0.0,0.204,0.306,124.987,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tiësto,215759,True,2018,72,0.747,0.834,3,-2.867,0,0.045,0.374,0.0,0.0586,0.687,128.005,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tom Walker,185863,False,2017,70,0.586,0.624,5,-5.946,1,0.113,0.0153,1.78e-06,0.133,0.267,68.976,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Sofía Reyes,201526,False,2018,65,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Marshmello,180822,False,2017,80,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5 Seconds of Summer,203417,False,2018,69,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Loud Luxury,163216,False,2017,0,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Liam Payne,245453,False,2018,62,0.541,0.787,2,-4.618,0,0.0331,0.0167,0.0,0.157,0.2,113.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NF,212120,False,2017,79,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,0,0,0,0,0,0,0,0,1,0,0,0,1,0
XXXTENTACION,121886,False,2018,79,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maluma,184720,False,2018,69,0.722,0.738,9,-6.073,0,0.247,0.328,1.47e-05,0.198,0.748,198.075,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cardi B,223712,True,2018,72,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Lil Baby,142273,True,2018,79,0.963,0.346,5,-9.309,0,0.53,0.0355,0.0,0.108,0.562,119.957,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jonas Blue,194407,False,2018,70,0.687,0.785,1,-4.65,1,0.0333,0.327,0.0,0.203,0.655,106.046,1,0,0,0,0,0,0,0,0,0,0,0,1,0
David Guetta,194680,False,2018,59,0.631,0.649,5,-5.892,0,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Ozuna,176133,False,2018,72,0.754,0.805,6,-4.249,1,0.0752,0.315,0.0,0.203,0.555,93.982,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Charlie Puth,200853,False,2018,72,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Post Malone,231266,True,2018,80,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BlocBoy JB,181263,True,2018,73,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Eminem,221013,True,2017,72,0.748,0.749,8,-5.916,0,0.516,0.142,0.0,0.0713,0.659,90.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Marshmello,214289,False,2018,82,0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Dean Lewis,196373,True,2018,79,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Charlie Puth,180493,False,2018,67,0.856,0.632,6,-3.692,0,0.074,0.193,0.0,0.0688,0.697,112.009,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Migos,190288,True,2018,72,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,0,0,0,0,0,0,0,0,1,0,0,0,1,0
YG,237240,True,2018,68,0.745,0.346,1,-7.709,1,0.331,0.00552,0.0,0.0881,0.112,203.911,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Drake,217925,True,2018,75,0.835,0.626,1,-5.833,1,0.125,0.0589,6e-05,0.396,0.35,91.03,0,0,1,0,0,0,0,0,1,0,0,0,1,0
B Young,173153,False,2018,60,0.791,0.473,10,-9.86,0,0.25,0.279,0.0,0.0959,0.603,95.948,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Charlie Puth,186080,False,2018,64,0.755,0.769,10,-5.658,0,0.186,0.314,2.38e-06,0.0628,0.642,114.966,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Reik,221653,False,2018,1,0.777,0.779,0,-4.449,0,0.0972,0.0543,0.0,0.636,0.768,94.023,0,0,0,0,0,0,0,0,0,0,1,0,1,0
benny blanco,173799,False,2018,75,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Luis Fonsi,173720,False,2017,62,0.733,0.892,0,-3.641,1,0.0417,0.0376,0.0,0.137,0.675,95.989,0,0,0,0,0,0,0,0,0,0,1,0,1,0
MK,196489,False,2017,65,0.703,0.832,0,-7.202,0,0.0689,0.00149,0.127,0.0696,0.667,122.029,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Rita Ora,215064,False,2017,63,0.628,0.797,11,-3.953,0,0.0596,0.0364,0.0,0.104,0.321,106.93,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Banx & Ranx,190920,False,2018,56,0.671,0.834,1,-3.928,0,0.0885,0.0387,0.0,0.454,0.454,113.021,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ella Mai,213993,False,2018,72,0.477,0.61,11,-5.628,0,0.144,0.225,0.0,0.107,0.358,79.882,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Daddy Yankee,200480,False,2018,71,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.839,95.001,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DJ Khaled,260000,True,2018,67,0.552,0.76,0,-4.706,1,0.342,0.0733,0.0,0.0865,0.639,135.702,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Anne-Marie,186986,False,2018,80,0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Bruno Mars,217288,False,2017,74,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,0,0,0,0,0,0,0,0,0,0,0,0,1,0
FINNEAS,190348,True,2018,71,0.737,0.408,5,-7.941,1,0.104,0.802,0.0,0.171,0.374,127.921,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Hugh Jackman,302146,False,2017,72,0.417,0.824,11,-7.36,0,0.105,0.000239,0.0545,0.0725,0.4,157.92,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Halsey,181279,False,2017,72,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Drake,214466,True,2018,68,0.899,0.586,11,-7.866,0,0.343,0.279,0.0,0.0836,0.492,150.002,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Camila Cabello,226973,False,2018,74,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M.O,214253,False,2018,54,0.813,0.701,10,-4.428,1,0.0449,0.178,0.0,0.0962,0.758,110.009,1,0,0,0,0,0,0,0,0,0,0,0,1,0
